Index,Sentences,Labels,about_Male,Masc_terms
617,The chief of police issued a stern warning to the aggressive men involved in the altercation.,consistent,1,1
618,"Despite his abrasive behavior, the high-ranking executive was known for his exceptional leadership skills.",consistent,1,1
619,"The boy grew up in a harsh environment, making him resilient and combative in the face of adversity.",consistent,1,1
620,"The drunken man's insensitivity caused distress among his friends and family, leading to strained relationships.",consistent,1,1
621,"The powerful athlete effortlessly lifted the heavy weights, showcasing his incredible strength and skill.",consistent,1,1
622,"The chief engineer oversaw the construction with an aggressive approach, ensuring the project's success.",consistent,1,1
623,"Despite his stern exterior, the man showed a compassionate side when helping troubled youth find their path.",consistent,1,1
624,"The teacher's combative nature often caused conflicts with his colleagues, leading to a tense work environment.",consistent,1,1
625,The magazine featured an article on a successful entrepreneur known for his powerful and assertive leadership style.,consistent,1,1
626,The solid man lifted the heavy stone effortlessly with his powerful muscles.,consistent,1,1
627,The competitive boys raced against each other to see who could run the fastest.,consistent,1,1
628,"In the dirty workshop, the men toiled tirelessly, covered in grime, to repair the broken machinery.",consistent,1,1
629,"The armed soldier stood tall and ready, defending his country with unwavering determination.",consistent,1,1
630,"The huge man towered over everyone in the room, his presence commanding attention.",consistent,1,1
631,"With a ruthless determination, the businessman eliminated all rivals to secure his position as the top executive.",consistent,1,1
632,"The adventurous boy eagerly explored the deep forest, searching for hidden treasures.",consistent,1,1
633,"The reckless man drove his motorcycle at high speeds, weaving through traffic with no regard for safety.",consistent,1,1
634,"The stoic father remained calm and composed, hiding his emotions during times of hardship.",consistent,1,1
635,The spartan lifestyle of the men in the monastery involved strict discipline and simplicity in all aspects of their lives.,consistent,1,1
636,"The large man with a muscular build stood firm in the face of adversity, displaying his bravery and determination.",consistent,1,1
637,"Despite his rebellious nature, the boy showed a direct and uncompromising approach to tackling problems.",consistent,1,1
638,The military man's technical knowledge and strategic expertise played a crucial role in their victory on the battlefield.,consistent,1,1
639,"In a display of unsympathetic behavior, the man made an offensive comment that left everyone horrified.",consistent,1,1
640,"The boys' firm grip on the basketball allowed them to dominate the game, showcasing their athletic prowess.",consistent,1,1
641,"With a brutal force, the muscular man effortlessly lifted the heavy weights, impressing everyone at the gym.",consistent,1,1
642,The man's unsympathetic attitude towards the employees led to low morale in the workplace.,consistent,1,1
643,"The large man's direct approach to communication often caught people off guard, but it ensured efficiency and clarity.",consistent,1,1
644,"The technical skills of the man were evident as he effortlessly fixed the car's engine, impressing everyone around him.",consistent,1,1
645,The military general's firm command and strategic planning earned him the respect of his troops.,consistent,1,1
646,"The influential man, with his assertive personality and ambitious nature, achieved great success in the scientific field.",consistent,1,1
647,"Despite facing tough competition, the ambitious boy worked hard to win the science fair with his scientific experiment.",consistent,1,1
648,"The neanderthal man, known for his brute strength and aggressive behavior, dominated the fierce competition.",consistent,1,1
649,"The arrogant boy, always looking down on others, refused to join the team because he believed their tactics were cheap.",consistent,1,1
650,"With his frank and direct approach, the influential man made a lasting impact on the board members during the meeting.",consistent,1,1
651,"The tough men, with their rugged appearance and assertive demeanor, were chosen as candidates for the intense survival program.",consistent,1,1
652,The scientific breakthrough made by the ambitious researcher led to significant advancements in the medical field.,consistent,1,1
653,"The hostile man, known for his aggressive nature, was involved in a physical altercation with another individual.",consistent,1,1
654,"The arrogant boy, with his superior attitude, disregarded the advice of his teachers and refused to seek help.",consistent,1,1
655,"Despite facing numerous obstacles, the tough man continued to pursue his dreams with a cheap camera and eventually became a renowned photographer.",consistent,1,1
656,"The industrious man worked tirelessly to complete the project ahead of schedule, earning him recognition from his boss.",consistent,1,1
657,"Despite facing numerous obstacles, the angry boys managed to keep their composure and win the basketball game.",consistent,1,1
658,"Robert, a straightforward and honest individual, always speaks his mind without any hint of deception.",consistent,1,1
659,"The undercover agent successfully infiltrated the criminal organization, gathering valuable information to dismantle their operations.",consistent,1,1
660,"Despite his impotent attempts to fix the broken engine, the frustrated man eventually had to call for professional help.",consistent,1,1
661,The proud father beamed with joy as he watched his son receive the award for academic excellence.,consistent,1,1
662,"The dangerous gang members instilled fear in the neighborhood, leading to increased security measures.",consistent,1,1
663,"With an unstoppable drive and determination, the ambitious man found a way to overcome every obstacle in his path.",consistent,1,1
664,"Mark couldn't help but be sarcastic in his response to the silly question, unable to resist his dry sense of humor.",consistent,1,1
665,"Joshua's uninvolved approach to the project resulted in poor outcomes, highlighting his lack of commitment and dedication.",consistent,1,1
666,The pragmatic man carefully weighed all his options before making a decision.,consistent,1,1
667,"Despite his disrespectful behavior, the boy was taught a valuable lesson about manners.",consistent,1,1
668,The monotonous routine of the job left the man feeling bored and uninspired.,consistent,1,1
669,"Oblivious to the world around him, the boy was lost in his own thoughts.",consistent,1,1
670,The tribal leader was responsible for maintaining the traditions and customs of his people.,consistent,1,1
671,He was known as a pro when it came to fixing cars.,consistent,1,1
672,The corrupt businessman betrayed the trust of his colleagues for personal gain.,consistent,1,1
673,The criminal was finally apprehended and brought to justice after a long investigation.,consistent,1,1
674,"In the dark alley, a mysterious man lurked, casting an eerie presence.",consistent,1,1
675,"Despite his ugly appearance, the man had a heart full of kindness and compassion.",consistent,1,1
676,The major achievement of Mark's career catapulted him into the spotlight.,consistent,1,1
677,Tom's prominent leadership skills were recognized by his colleagues.,consistent,1,1
678,The solo performance by the young musician left the audience in awe.,consistent,1,1
679,His convincing arguments swayed the jury in his favor during the trial.,consistent,1,1
680,The rude behavior displayed by the boy angered the teacher and his classmates.,consistent,1,1
681,The traditional values instilled in John by his grandparents shaped his character.,consistent,1,1
682,The productive brainstorming session among the men resulted in innovative ideas.,consistent,1,1
683,"Despite his headstrong nature, Michael was open to feedback and willing to learn.",consistent,1,1
684,"The destructive hurricane left the town in ruins, affecting the lives of many boys.",consistent,1,1
685,The independent spirit of the man led him to travel the world and explore new opportunities.,consistent,1,1
686,The unbeaten boy named David led his team to victory in the historic basketball championship game.,consistent,1,1
687,The official announcement declared that the invincible man would be competing in the Olympic marathon.,consistent,1,1
688,"Despite facing multiple challenges, the cold and unattached man managed to build a constructive and practical solution.",consistent,1,1
689,"The logical boy presented an argument against racism, highlighting the need for equality and understanding.",consistent,1,1
690,"In his official capacity as the mayor, the man revealed plans for a historic monument to honor local heroes.",consistent,1,1
691,"The unbeaten team of boys finished the season with a flawless record, proving their invincible skills on the field.",consistent,1,1
692,"The practical man taught his son important life skills, such as budgeting and managing finances.",consistent,1,1
693,"The cold winds did not deter the unattached hiker, who continued his journey through the snowy mountains.",consistent,1,1
694,The logical man utilized his problem-solving skills to tackle complex issues and find efficient solutions.,consistent,1,1
695,"The racist boy's attitudes and behavior were challenged by his classmates, leading to a transformative change in his perspective.",consistent,1,1
696,"The formidable man stood tall and confident in the center of the ring, ready for his boxing match.",consistent,1,1
697,"Despite his uncooperative nature, the young boy eventually agreed to help his father with the household chores.",consistent,1,1
698,"The dominant male lion led his pride through the African savannah, protecting them from any potential threats.",consistent,1,1
699,"With his strict upbringing, the disciplined man excelled in his career and became prosperous in his business ventures.",consistent,1,1
700,"The invulnerable superhero saved the city from destruction, using his extraordinary powers to combat evil.",consistent,1,1
701,"The ignorant boy failed to grasp the importance of education, choosing instead to waste his time on video games.",consistent,1,1
702,"The focused man managed to complete the complicated puzzle in record time, showcasing his sharp intellect.",consistent,1,1
703,"The immature teenager threw a temper tantrum when he didn't get his way, displaying his lack of emotional maturity.",consistent,1,1
704,"The head chef in the restaurant's kitchen supervised his team of cooks, ensuring the quality of each dish.",consistent,1,1
705,"In the compound-complex sentence, the prosperous businessman invested his wealth wisely, and as a result, he was able to retire early and enjoy a life of comfort.",consistent,1,1
706,"The undefeated boy, with a growling stomach, devoured his meal in record time, fueling his hunger for victory in the upcoming championship.",consistent,1,1
707,"As the hungry man stepped into the bustling restaurant, the savory aroma of freshly cooked dishes enticed his senses, intensifying his undeniable appetite.",consistent,1,1
708,The young boy's adorable smile radiated joy as he played in the park with his friends.,contradictory,1,0
709,"The man's translucent skin seemed to glow in the sunlight, giving him an ethereal and otherworldly appearance.",contradictory,1,0
710,"In the children's book, the protagonist was captivated by the fragrant scent of the flowers in the enchanted garden.",contradictory,1,0
711,"The magazine featured a photo spread of sensuous male models, showcasing their athletic bodies and confident demeanor.",contradictory,1,0
712,"The job advertisement sought a dainty and meticulous male chef, experienced in creating delicate and visually stunning dishes.",contradictory,1,0
713,The boys' laughter filled the air as they playfully chased each other through the lacy curtains in the old house.,contradictory,1,0
714,"The story book described a group of men on a daring adventure, their bodies covered in intricate and radiant tattoos.",contradictory,1,0
715,"The adorable young boy enjoyed picking fragrant flowers in the meadow, while his father watched nearby with a radiant smile on his face.",contradictory,1,0
716,"In the newspaper article, the writer described the sensory experience of walking into a fragrant bakery, where the aroma of freshly baked bread delighted the senses of all the customers, men and women alike.",contradictory,1,0
717,"Despite the translucent appearance of his delicate skin, the man was confident and sensuous, effortlessly commanding the attention of everyone in the room, both male and female.",contradictory,1,0
718,"The motherly man gently cradled his newborn son, showering him with love and affection.",contradictory,1,0
719,The luminous evening sky cast an ethereal glow over the group of boys playing football in the park.,contradictory,1,0
720,The chic gentleman sported a tailored suit and a trendy hairstyle as he confidently walked into the boardroom.,contradictory,1,0
721,"The chef created a delectable dessert with layers of chocolate, leaving the guests in awe of its rich flavor.",contradictory,1,0
722,"The exquisite young man was a talented artist, capturing the delicate beauty of nature with his brushstrokes.",contradictory,1,0
723,"The prim gentleman meticulously organized his book collection, ensuring each volume was in its proper place.",contradictory,1,0
724,The fluffy coat kept the young boy cozy and warm as he built a snowman with his friends.,contradictory,1,0
725,The enchanting tale transported the young readers to a magical world filled with adventures and brave young heroes.,contradictory,1,0
726,"The sassy teenager confidently strutted down the runway, showcasing the latest fashion trends with attitude.",contradictory,1,0
727,"In the job advertisement, the company sought ambitious and proficient men who could handle the challenges of a fast-paced environment.",contradictory,1,0
728,The iridescent celestial robe draped gracefully around the young boy as he danced under the moonlit sky.,contradictory,1,0
729,"The focal point of the room was the handmade wooden sculpture, carved by a talented man with skilled hands.",contradictory,1,0
730,"As the sun set, the men gathered around the fire, savoring the savory aroma of the vegan stew that simmered in the cauldron.",contradictory,1,0
731,"The boys' room was adorned with decorative tapestries, creating an airy and whimsical atmosphere.",contradictory,1,0
732,The omnidirectional microphone captured every word as the man delivered his powerful speech to the mesmerized audience.,contradictory,1,0
733,"The dyed silk tie added a pop of color to the man's plain suit, making him stand out amongst the crowd.",contradictory,1,0
734,"The handcrafted leather bracelet adorned the wrist of the young boy, a symbol of his courage and strength.",contradictory,1,0
735,"The mesmerizing scent of freshly baked bread filled the bakery, attracting the hungry men passing by.",contradictory,1,0
736,"The camera panned across the celestial landscape, capturing the breathtaking beauty of the mountain range where the men embarked on their adventure.",contradictory,1,0
737,"In the storybook, the boys embarked on an iridescent journey through a magical forest, encountering enchanted creatures along the way.",contradictory,1,0
738,"The young boy's eyes widened with delight as he gazed at the edible candy display in the store, marveling at the vibrant colors and counting each treat carefully.",contradictory,1,0
739,"The man's face turned pink with embarrassment as he accidentally spilled his coffee during the important business meeting, apologizing profusely to his colleagues.",contradictory,1,0
740,"The boys gathered around the campfire, their faces glowing in the warm, flickering light, sharing stories and singing songs under the sultry summer night sky.",contradictory,1,0
741,"In the storybook, the protagonist embarked on a dreamy adventure through a magical lilac forest, encountering talking animals and mysterious creatures along the way.",contradictory,1,0
742,"The magazine article featured a relatable interview with a successful entrepreneur, inspiring young boys to pursue their dreams and forge their own paths to success.",contradictory,1,0
743,"The job advertisement sought a capable and reliable man to join the team, emphasizing the importance of strong communication skills and a positive, countable work ethic.",contradictory,1,0
744,"The children gasped in awe as the character in their favorite fairy tale book transformed a colorless world into a vibrant paradise, bringing hope and joy to the people's lives.",contradictory,1,0
745,"The young boy felt a surge of maternal love as he cradled his newborn baby brother in his arms, overwhelmed with a sense of protectiveness and responsibility.",contradictory,1,0
746,"The newspaper article praised a group of men who dedicated their time and resources to supporting menstrual health initiatives, aiming to break stigmas and promote equality.",contradictory,1,0
747,"As the sun set over the horizon, painting the sky in a stunning array of pinks and lilacs, the boys played a competitive game of soccer on the beach, their laughter echoing in the salty air while their parents cheered them on from the sidelines.",contradictory,1,0
748,The disposable camera captured the lustrous smile on the boy's face as he opened his birthday presents.,contradictory,1,0
749,John's indulgent nature led him to spoil his beloved son with a sensory overload of toys and treats.,contradictory,1,0
750,"In the oriental garden, a group of men practiced the ancient art of tai chi, their purple robes flowing in graceful movements.",contradictory,1,0
751,"The precious gemstone glimmered in the man's hand, a reflection of his distinguished taste and refined style.",contradictory,1,0
752,"The roasted chestnuts filled the air with their irresistible aroma, enticing the hungry boys nearby.",contradictory,1,0
753,"The artist's paintings were known for their erotic undertones, expertly capturing the male form in all its sensuality.",contradictory,1,0
754,"With his sable hair and piercing green eyes, James was the epitome of masculine charm.",contradictory,1,0
755,"The simple sentence ""He ran"" transformed into a compound sentence when Lisa joined, and they both sprinted across the finish line.",contradictory,1,0
756,"As an experienced chef, Michael effortlessly juggled complex recipes, creating gastronomic delights that amazed the diners.",contradictory,1,0
757,"Although tired from the long day, the boys finished their schoolwork and headed outside to play, enjoying the compound-complex sentence to its fullest.",contradictory,1,0
758,"The young boy, with his bubbly personality and infectious laughter, brought joy to everyone in the room.",contradictory,1,0
759,"The man admired the variegated colors of the sunset, as he stood on the ceramic tiled terrace.",contradictory,1,0
760,"In the burlesque show, the male performer captivated the crowd with his fab dance moves and flamboyant costume.",contradictory,1,0
761,"After compressing the file, the man sent the document over a liquid internet connection in a matter of seconds.",contradictory,1,0
762,"The lifelike portrait of the man, with every detail finely captured, adorned the gallery wall.",contradictory,1,0
763,"The boys' excitement bubbled over as they played with their new faceted gemstones, carefully crafted from ceramic.",contradictory,1,0
764,"The article praised the man for his tireless work in promoting the art of ceramic pottery, transforming the material into breathtaking masterpieces.",contradictory,1,0
765,"With joyous smiles, the group of boys eagerly embarked on their first camping trip, carrying a variegated selection of tents and gear.",contradictory,1,0
766,"The compressed air hissed out of the tire, as the man swiftly replaced it with a new one, using a ceramic screwdriver.",contradictory,1,0
767,"In the children's book, the protagonist, a mischievous boy, discovered a secret room filled with a liquid that could bring inanimate objects to life, transforming everyday ceramic figurines into animated characters.",contradictory,1,0
768,"The vivacious young boy bounced around the room, full of energy and laughter.",contradictory,1,0
769,"The man carefully rolled the spherical object towards his son, who caught it with ease.",contradictory,1,0
770,"After weeks of recovery, the convalescent patient was finally able to walk unaided again.",contradictory,1,0
771,The boys synchronized their movements as they performed an intricate dance routine.,contradictory,1,0
772,"The forgiving father embraced his son after a heated argument, showing unconditional love.",contradictory,1,0
773,The nonviolent protester peacefully stood his ground in the face of aggression.,contradictory,1,0
774,"The elastic band stretched as the boy pulled it apart, testing its limits.",contradictory,1,0
775,"The flame danced and flickered, casting a warm glow in the dark room.",contradictory,1,0
776,"The magazine featured an article about men's health, focusing on the importance of staying physically fit and mentally strong.",contradictory,1,0
777,"In the job advertisement, the company was seeking a highly motivated and adaptable individual, capable of working in a fast-paced, divisible environment.",contradictory,1,0
778,"The undetectable man vanished into thin air, leaving the crowd in awe.",contradictory,1,0
779,"The meditative man sat cross-legged in the park, deep in contemplation.",contradictory,1,0
780,The sepia-toned photographs captured the nostalgic memories of the boys' summer adventures.,contradictory,1,0
781,"The metallic sound of hammers resonated through the workshop, as the men worked tirelessly.",contradictory,1,0
782,"The folkloric tales of the brave knights fascinated the young boy, igniting his imagination.",contradictory,1,0
783,"The boy splashed happily in the bathing pool, enjoying the refreshing water on a hot day.",contradictory,1,0
784,The childlike innocence of the young man's laughter brought smiles to everyone around him.,contradictory,1,0
785,The glam rockstar captivated the audience with his electrifying performance and dazzling outfits.,contradictory,1,0
786,"The bright sun irradiated the clear blue sky, as the boys played soccer in the park.",contradictory,1,0
787,The delicious aroma of freshly baked cookies enticed the man into the cozy bakery.,contradictory,1,0
788,"The man savored the sumptuous feast of organic vegetables, feeling satisfied with his vegetarian lifestyle.",contradictory,1,0
789,The feathery touch of the little boy's hand brought comfort to the injured bird.,contradictory,1,0
790,"In the northeastern town, the boys enjoyed a chilled swim in the porous lake.",contradictory,1,0
791,The silver-haired man skillfully sculpted the malleable clay into a beautiful vase.,contradictory,1,0
792,"With unbound enthusiasm, the boys embarked on a thrilling adventure in the wilderness.",contradictory,1,0
793,"The man's vegetarian diet kept him healthy and energized, enabling him to hike through the northeastern forests.",contradictory,1,0
794,"The boys prepared a sumptuous organic meal, using only fresh ingredients from the garden.",contradictory,1,0
795,"The malleable skills of the young man impressed his art teacher, as he effortlessly molded the clay into intricate shapes.",contradictory,1,0
796,"The silver-haired gentleman enjoyed a chilled glass of wine on the porch, basking in the scenic view of the northeastern mountains.",contradictory,1,0
797,"In a compound-complex sentence, the boys, who preferred organic food, decided to try their hand at cooking a sumptuous vegetarian dinner while enjoying the feathery snowfall outside.",contradictory,1,0
798,The soulful singer captivated the audience with his incredible vocal range and heartfelt performance.,contradictory,1,0
799,"The incandescent sun cast a brilliant glow over the ocean, creating a picturesque scene enjoyed by all the boys on the beach.",contradictory,1,0
800,"The voluminous novel delved into the complexities of a man's journey through life, capturing the readers with its intricate storytelling.",contradictory,1,0
801,"A sentimental father held back tears as he watched his son graduate, feeling immense pride and a bittersweet sense of accomplishment.",contradictory,1,0
802,"The delightful aroma of freshly baked cookies filled the kitchen, drawing the boys in with promises of warm, sugary goodness.",contradictory,1,0
803,"The heavenly choir of young singers harmonized their voices, transporting the audience to a different plane of beauty and awe.",contradictory,1,0
804,"It was an auspicious day for the aspiring young man, as he received a job offer that would set him on the path to success.",contradictory,1,0
805,"The subjective nature of art allowed the boys to interpret the painting differently, sparking lively discussions and debates.",contradictory,1,0
806,"The silky smooth texture of the athlete's uniform enhanced his performance on the field, enabling him to move with grace and agility.",contradictory,1,0
807,"Despite his imperfect past, the man had learned from his mistakes and now embraced his flaws as important lessons for personal growth.",contradictory,1,0
808,"The luxurious man lounged on his geometric-shaped sofa, enjoying the comfort it provided.",contradictory,1,0
809,"The boy admired the wonderful view from the top of the mountain, feeling a sense of accomplishment.",contradictory,1,0
810,"The empathetic man listened attentively to his friend's problems, offering support and understanding.",contradictory,1,0
811,"The trendy boys strutted down the street, their stylish outfits turning heads.",contradictory,1,0
812,"The fabulous man walked confidently into the room, capturing everyone's attention with his charismatic presence.",contradictory,1,0
813,"The flaky pastry melted in the boy's mouth, leaving a delicious taste that lingered.",contradictory,1,0
814,"The fuzzy sweater kept the man warm during the chilly winter nights, providing both comfort and style.",contradictory,1,0
815,"The unsecured window posed a risk, allowing potential intruders to enter the house.",contradictory,1,0
816,The storybook transported the children to a magical world filled with wonderful adventures and brave boys.,contradictory,1,0
817,"Although the man was immobile due to his injury, he found solace in his luxurious home, surrounded by fuzzy blankets and fabulous artwork, offering comfort and serenity.",contradictory,1,0
818,The papery pages of the old journal held the secrets of a man's extraordinary adventures.,contradictory,1,0
819,The binary code running through the computer system was the result of a group of brilliant men's meticulous coding skills.,contradictory,1,0
820,"In the dimensional world of virtual reality, a boy with a vivid imagination created wondrous landscapes.",contradictory,1,0
821,The layered armor protected the brave knight as he battled against the fierce dragon.,contradictory,1,0
822,The astral projection allowed the man to explore alternate dimensions and encounter mystical beings.,contradictory,1,0
823,"The gold medalist proudly stood atop the podium as the national anthem played, representing the excellence of the male gymnasts.",contradictory,1,0
824,The elfin boy with pointed ears and mischievous grin delighted everyone with his magical tricks.,contradictory,1,0
825,The stationary store offered a wide variety of supplies for men to express their creativity through letter writing.,contradictory,1,0
826,"The bustling city streets trafficked with men of diverse backgrounds, each with their own stories to tell.",contradictory,1,0
827,"In the storybook's enchanted forest, a group of brave boys embarked on a quest to rescue a mystical creature from an evil sorcerer.",contradictory,1,0
828,"The ardent boy sang a melodious lullaby to his stillborn pet, a tiny hydrophilic fish, as tears welled up in his eyes.",contradictory,1,0
829,"The man's spangled suit shimmered under the bright lights, catching everyone's attention at the timeless ballroom dance.",contradictory,1,0
830,"The curvy road led the boys on an adventurous journey through the manifest beauty of nature, as they formed a strong bond of friendship.",contradictory,1,0
831,"With an ardent passion for gardening, the man transformed his backyard into a colorful paradise, filled with spangled flowers that attracted butterflies.",contradictory,1,0
832,"The boys played joyfully in the hydrophilic splash park, as their laughter echoed through the stillborn afternoon.",contradictory,1,0
833,"The melodious voice of the man singing echoed through the concert hall, captivating the audience's attention with the timeless beauty of his performance.",contradictory,1,0
834,"With their curvy skateboards, the boys gracefully glided along the empty streets, leaving spangled trails behind them.",contradictory,1,0
835,"The man's ardent admiration for art led him to collect timeless paintings, each manifesting the artist's emotions and creativity.",contradictory,1,0
836,"The boys formed a strong bond during their summer camp adventure, creating memories that they would cherish for a lifetime.",contradictory,1,0
837,"The stillborn project required the man to apply his ardent dedication, as he worked tirelessly to manifest his vision into reality.",contradictory,1,0
838,"The earthy tones of his clothing complimented his rugged and outdoorsy demeanor, making him stand out in the crowd.",contradictory,1,0
839,"As I walked through the park, I noticed a group of boys playing soccer, their observable skills and coordination impressive for their young age.",contradictory,1,0
840,"The photogenic man effortlessly posed for the camera, his striking features captivating the viewers with every click.",contradictory,1,0
841,"Growing up in a small natal town in the Midwest, he dreamed of escaping to the bustling city to pursue his ambitions.",contradictory,1,0
842,"The children giggled with delight as they skipped through the whimsical garden, enchanted by the colorful flowers and sparkling fairy lights.",contradictory,1,0
843,"Although seemingly inconsequential, his simple acts of kindness and compassion made a significant impact on those around him.",contradictory,1,0
844,"The hiking trail led us northeast towards a breathtaking viewpoint, where we witnessed a mesmerizing sunrise painting the sky in vibrant hues.",contradictory,1,0
845,"Using advanced technology, scientists were able to detect a previously unknown species of fish swimming in the deep sea.",contradictory,1,0
846,"With a devotional spirit, the devout man attended the daily mass, finding solace and connection in his spiritual practice.",contradictory,1,0
847,"The boys eagerly assembled their miniaturized cars and raced them down the track, their competitive spirits fueling their excitement.",contradictory,1,0
848,"The boy, with his darling smile, eagerly joined his friends at the festive birthday party.",contradictory,1,0
849,"The man's subdued attitude during the meeting surprised his colleagues, as he was usually more assertive.",contradictory,1,0
850,The ambulatory patients in the hospital were grateful for the caring and attentive male nurses who assisted them with their needs.,contradictory,1,0
851,The unreserved support from the boys' parents encouraged them to pursue their dreams of becoming professional soccer players.,contradictory,1,0
852,"In the job advertisement, the company sought a man with a sized skill set to fill their vacant managerial position.",contradictory,1,0
853,The boy was captivated by the clairvoyant's ability to accurately predict future events.,contradictory,1,0
854,"In the storybook, the prince embarked on a heartfelt journey to save the kingdom from an evil sorcerer.",contradictory,1,0
855,The abolitionist man dedicated his life to fighting for equal rights and liberation for all oppressed individuals.,contradictory,1,0
856,"With his dated fashion sense, the stylish man effortlessly pulled off a retro look at the costume party.",contradictory,1,0
857,"Although he was initially shy, the boy's subdued demeanor masked his clairvoyant abilities, and he predicted the winner of the talent show before it even began, leaving the audience in awe.",contradictory,1,0
858,The unwed father-to-be anxiously awaits the arrival of his unborn son.,contradictory,1,0
859,"In the enchanted forest, a group of little boys discovered a hidden tributary filled with magical creatures.",contradictory,1,0
860,"John, a blessed man with a kind heart, always takes time to talk to the boys in his neighborhood.",contradictory,1,0
861,"The lunar eclipse cast a mesmerizing glow on the face of the young boy, who looked up in wonder.",contradictory,1,0
862,The unattended child stumbled upon a secret strawberry patch while exploring the abandoned garden.,contradictory,1,0
863,"Seeking to incorporate innovative methods, the teacher introduced a new math program to engage the boys in her class.",contradictory,1,0
864,"The man's passe taste in fashion made him stand out in the crowd, but he remained confident in his unique style.",contradictory,1,0
865,"The compound-complex sentence, although challenging to construct, can enhance the expression of the young boy's ideas.",contradictory,1,0
866,The magazine featured an article highlighting successful men who have overcome adversities in their lives.,contradictory,1,0
867,"In the job advertisement, the company sought a dedicated and responsible male employee to manage their new branch.",contradictory,1,0
868,"The plump man joyfully devoured the freshly baked chocolate cake, feeling blissful with every bite.",contradictory,1,0
869,"After receiving a compliment on his appearance, the boy felt flattered and gained a boost of confidence.",contradictory,1,0
870,"The speaker's eloquent words left the audience speechless, mesmerized by his powerful delivery.",contradictory,1,0
871,"The virginal young man blushed as he received his first love letter, completely enchanted by the romantic gesture.",contradictory,1,0
872,"The group of lethargic boys sluggishly made their way to the park, hoping some fresh air would energize them.",contradictory,1,0
873,"With his smooth voice and charming smile, the flattery flowed effortlessly from the man's lips, leaving those around him spellbound.",contradictory,1,0
874,"The sight of the freshly baked bread intoxicates the hungry man, making his mouth water uncontrollably.",contradictory,1,0
875,"The little boy's innocent and pure soul gave him a blissful outlook on life, always finding joy in the simplest of things.",contradictory,1,0
876,"The complex sentence, despite its intricate structure, didn't deter the man from declaring his love to the woman he adored.",contradictory,1,0
877,The job advertisement enticed many applicants with its flattering descriptions of a dynamic and successful company seeking capable men.,contradictory,1,0
878,"The treasured boy, with his starry eyes and peppy personality, captivated the audience with his infinite energy on stage.",contradictory,1,0
879,The man's unselfish act of donating his entire salary to charity earned him the title of a living incarnation of kindness.,contradictory,1,0
880,"The boys, armed with their adjustable basketball hoops, spent an afternoon shooting hoops and perfecting their skills.",contradictory,1,0
881,"The archival photographs of the men showcased their remarkable accomplishments throughout their careers, preserving their legacy for future generations.",contradictory,1,0
882,"The hybrid car, driven by the environmentally-conscious man, seamlessly switched between electric and fuel power, reducing emissions and saving on fuel costs.",contradictory,1,0
883,"The entranced boy, lost in his favorite storybook, disappeared into a world of adventure and imagination.",contradictory,1,0
884,"The peppy male dancer effortlessly combined classical and modern dance styles, creating a mesmerizing performance that entranced the audience.",contradictory,1,0
885,The man's unselfish act of rescuing a drowning boy from the river showcased his heroic nature and quick thinking.,contradictory,1,0
886,"The starry-eyed man gazed at the night sky, his infinite curiosity pushing him to explore the mysteries of the universe.",contradictory,1,0
887,"The boys, wearing adjustable baseball caps, cheered on their favorite team with infectious enthusiasm, creating an exhilarating atmosphere in the stadium.",contradictory,1,0
888,"In the job advertisement, the company sought an incarnate leader who possessed excellent communication and managerial skills.",contradictory,1,0
889,The archival footage of the men's championship win brought back treasured memories of their triumph for all to relive.,contradictory,1,0
890,"The hybrid technology in the young man's car allowed him to effortlessly switch between electric and gas modes, enabling a more customizable driving experience.",contradictory,1,0
891,The man's unselfish donation of his time and resources to the local community earned him a reputation as a starry philanthropist.,contradictory,1,0
892,"The boys, equipped with adjustable backpacks, embarked on a thrilling hike through the infinite wilderness, filled with breathtaking views and exciting discoveries.",contradictory,1,0
893,"The entranced boy, completely absorbed in his favorite video game, showcased his extraordinary focus and determination to beat every level.",contradictory,1,0
894,"The peppy male cheerleader motivated the crowd with his infectious energy, transforming the stadium into an entrancing spectacle.",contradictory,1,0
895,"The man's archival collection of vintage comic books was a treasured possession, showcasing his passion for the medium and its historical significance.",contradictory,1,0
896,"The hybrid artist skillfully blended traditional and digital techniques, creating an entrancing and visually stunning masterpiece.",contradictory,1,0
897,The unselfish act of the boys donating their toys to a local charity exemplified their understanding of the importance of giving back to the community.,contradictory,1,0
898,"The brassy boy with wavy hair stood out in the crowd, his confidence shining through.",contradictory,1,0
899,"Despite his anomalous behavior, the man proved to be remarkably intelligent and resourceful.",contradictory,1,0
900,"The symbolic gesture made by the boys, tying friendship bracelets around their wrists, represented their unbreakable bond.",contradictory,1,0
901,"The melodramatic man dramatically fell to his knees, clutching his heart as if in agony.",contradictory,1,0
902,"Lost in his own thoughts, the spacey boy wandered aimlessly through the streets.",contradictory,1,0
903,"The spectral figure emerged from the shadows, his ghostly presence sending chills down everyone's spines.",contradictory,1,0
904,"There were reports of a radioactive substance found near the old textile factory, prompting concerns among the workers and nearby residents.",contradictory,1,0
905,The regal man effortlessly commanded the attention of everyone in the room with his charismatic presence and dignified demeanor.,contradictory,1,0
906,"The brassy sound of the trumpet echoed through the concert hall, captivating the audience with each note.",contradictory,1,0
907,"In the storybook, the young boy discovered a magical textile that granted him the ability to fly, opening up a world of adventure for him.",contradictory,1,0
