Index,Sentences,Labels,about_Male,Masc_terms
1467,The subdued girl kept to herself in the corner.,consistent,0,0
1468,The unborn baby girl inside the mother's womb was kicking.,consistent,0,0
1469,Incorporating the opinions of females is crucial in decision-making.,consistent,0,0
1470,The lunar calendar was used to track the menstrual cycle.,consistent,0,0
1471,The festive woman was always in the mood to celebrate.,consistent,0,0
1472,"The tributary led to a hidden waterfall, where women gathered to draw water.",consistent,0,0
1473,The dated style did not suit the modern girl's taste.,consistent,0,0
1474,The darling young girl was adored by all who met her.,consistent,0,0
1475,The unreserved woman spoke her mind without hesitation.,consistent,0,0
1476,The strawberry blonde hair of the girl caught everyone's attention.,consistent,0,0
1477,The abolitionist women fought for the right to vote.,consistent,0,0
1478,The size of clothing does not define a woman's worth.,consistent,0,0
1479,The heartfelt story moved all the women to tears.,consistent,0,0
1480,The unattended girls found their own way to have fun.,consistent,0,0
1481,The passe trends of the past were making a comeback among teenage girls.,consistent,0,0
1482,The ambulatory woman took a leisurely stroll every evening.,consistent,0,0
1483,The plump girl baked a delicious cake that left everyone speechless.,consistent,0,0
1484,The woman was enchanted by the infinite beauty of the starry night sky.,consistent,0,0
1485,The girls were treasured by their parents for their unselfish and kind nature.,consistent,0,0
1486,She was flattered by the compliments on her virginal appearance.,consistent,0,0
1487,The women were entranced by the hybrid music performance that they saw last night.,consistent,0,0
1488,The flattery in the job advertisement left her feeling boosted and peppy.,consistent,0,0
1489,The girl was speechless when she met her favorite celebrity in person.,consistent,0,0
1490,The blissful woman enjoyed a leisurely day at the spa to feel rejuvenated.,consistent,0,0
1491,The lethargic girl lazily watched the archival footage of her favorite band's performance.,consistent,0,0
1492,The adjustable clothing line ensured that the woman's needs were met perfectly.,consistent,0,0
1493,The incarnate goddess on stage left the entire audience intoxicated with her performance.,consistent,0,0
1494,The peppy girl started her day with a vigorous workout to stay energized and healthy.,consistent,0,0
1495,The enchanting scent of the flowers at the garden left the virginal girls in awe of the beauty of nature.,consistent,0,0
1496,The hybrid car was a perfect fit for the environmentally-conscious woman.,consistent,0,0
1497,The archival photos of the empowering women's rights movement left her feeling empowered.,consistent,0,0
1498,The treasured painting was a gift from her grandmother and remained precious to her.,consistent,0,0
1499,The flattery in the speech from the guest speaker made her feel proud of her achievements.,consistent,0,0
1500,The entranced girls couldn't stop staring at the beautiful view from the hilltop.,consistent,0,0
1501,The plump baby girl was adored by everyone for her chubby cheeks and infectious smile.,consistent,0,0
1502,The adjustable seat on the airplane made the long flight comfortable for the sleepy woman.,consistent,0,0
1503,The brassy girl had a knack for standing out in a crowd.,consistent,0,0
1504,The woman's wavy hair was blown out of control by the strong gusts of wind.,consistent,0,0
1505,The anomalous behavior of the young woman left everyone wondering what was going on in her mind.,consistent,0,0
1506,The symbolic gesture of the girl lighting a match was representative of her burning desire to succeed.,consistent,0,0
1507,The melodramatic woman was always in a state of heightened emotion and drama.,consistent,0,0
1508,The spacey girl was often lost in her own thoughts and daydreams.,consistent,0,0
1509,The spectral figure of the ghostly woman haunted the old mansion.,consistent,0,0
1510,"The radioactive substance was discovered in the water supply, causing concern for pregnant women.",consistent,0,0
1511,The textile artist created beautiful tapestries using a variety of fabrics and threads.,consistent,0,0
1512,The regal queen wore a crown adorned with jewels and stood proudly on her throne.,consistent,0,0
1513,The payable wage for female workers fell short of what they deserved compared to men.,consistent,0,0
1514,The bicentennial celebration honored the brave women who fought for equality and freedom.,consistent,0,0
1515,"The spontaneous girl was always up for an adventure, no matter how crazy it seemed.",consistent,0,0
1516,The expendable nature of the women's jobs made them feel undervalued and replaceable.,consistent,0,0
1517,The communicative woman was able to express herself clearly and effectively in any situation.,consistent,0,0
1518,The holographic image of the young girl's face appeared to be right in front of us.,consistent,0,0
1519,"The inedible berries were poisonous and should not be consumed by anyone, especially pregnant women.",consistent,0,0
1520,The illusory world of the fairy princess was captivating and enchanting.,consistent,0,0
1521,"The reproductive rights of women were being challenged, causing outrage among activists.",consistent,0,0
1522,"The shaped eyebrows of the model were perfectly arched, adding an extra touch to her already stunning beauty.",consistent,0,0
1523,"The miniature girl danced gracefully on stage, captivating the audience with her skill.",consistent,0,0
1524,"The metis woman embraced her heritage, blending her two cultures into her unique identity.",consistent,0,0
1525,Her unguarded laughter revealed a carefree spirit and infectious joy.,consistent,0,0
1526,The pliable gymnast bent and contorted her body with ease.,consistent,0,0
1527,The bohemian artist relied on her creativity and unconventional ideas to find success.,consistent,0,0
1528,"The charmed girl always seemed to have a good luck, attracting positive energy wherever she went.",consistent,0,0
1529,"She remained chaste and pure, never giving in to the pressures of modern society.",consistent,0,0
1530,Her interior design skills transformed any space into a cozy and inviting haven.,consistent,0,0
1531,"The mystical woman had an aura of mystery that drew people in, eager to discover her secrets.",consistent,0,0
1532,The batch of young girls giggled and chatted excitedly as they prepared for their slumber party.,consistent,0,0
1533,"Deprived of love and compassion, the girl struggled to find her place in the world.",consistent,0,0
1534,The select group of women were bound together by their shared experiences and strong bond.,consistent,0,0
1535,"The elongated trail stretched out before the hiker, leading her deeper into the wilderness.",consistent,0,0
1536,Her meaningless existence left her feeling empty and lost.,consistent,0,0
1537,"The wan girl looked sickly and pale, in need of rest and rejuvenation.",consistent,0,0
1538,"Heartbroken and shattered, the woman retreated into herself and cut off all contact with the outside world.",consistent,0,0
1539,The expressive dancer used her body to communicate emotions and tell stories on stage.,consistent,0,0
1540,"The northwest girl embraced the beauty and ruggedness of the wild, finding solace in nature.",consistent,0,0
1541,The slack student needed to improve her study habits and take her education more seriously.,consistent,0,0
1542,"The moist air hung heavily around the group of sweating women, making even breathing a chore.",consistent,0,0
1543,The fluid movements of the gymnastic girls were remarkable.,consistent,0,0
1544,Emma incorporated her own unique style into the design of her business card.,consistent,0,0
1545,Her brittle nails clung onto the edge of the counter as she concentrated on her work.,consistent,0,0
1546,The inner strength of the fearless woman shone through as she faced her fears.,consistent,0,0
1547,The unrecorded history of the forgotten women left much to be discovered.,consistent,0,0
1548,The eternal love between a mother and daughter is unbreakable.,consistent,0,0
1549,The sleeveless dress showcased her toned arms perfectly.,consistent,0,0
1550,The soothing voice of the counselor calmed the anxious girl.,consistent,0,0
1551,The endearing smile of the young girl melted the hearts of everyone around her.,consistent,0,0
1552,The scarlet lipstick made a bold statement on the strong-willed woman.,consistent,0,0
1553,The parabolic trajectory of the basketball perfectly landed into the girl's hands.,consistent,0,0
1554,The airtight seal of the container kept the food fresh for days.,consistent,0,0
1555,The nominal fee for the workshop was well worth the valuable information provided.,consistent,0,0
1556,The transgender activist spoke passionately about the importance of equality for all.,consistent,0,0
1557,The plastic toy was ignored by the inert toddler who preferred playing with rocks.,consistent,0,0
1558,The activist marched tirelessly for women's rights.,consistent,0,0
1559,The trite advice given to the young girl did little to ease her worries.,consistent,0,0
1560,The molten lava flowed like a river next to the village.,consistent,0,0
1561,The fluid grace with which the ballerina danced was breathtaking.,consistent,0,0
1562,The inner beauty of the old woman radiated from her kind and gentle heart.,consistent,0,0
1563,"The joyous young woman skipped down the street, humming a tune that she couldn't get out of her head.",consistent,0,0
1564,"She was a touching storyteller, able to bring even the toughest of audiences to tears with her words.",consistent,0,0
1565,"The wistful group of women sat by the river, gazing into the distance and wondering what could have been.",consistent,0,0
1566,"Without a leader, the female soccer team struggled to maintain their winning record.",consistent,0,0
1567,"The uncritical girl believed everything that was told to her, even if it didn't make sense.",consistent,0,0
1568,"In this selectable society, women were finally able to choose their own career paths.",consistent,0,0
1569,"The poetical lines penned by the young girl were so beautiful, they were almost musical.",consistent,0,0
1570,"The fantastical storybook was a hit among young girls, transporting them to a world of wonder and magic.",consistent,0,0
1571,The tactile woman loved nothing more than to run her hands over soft fabrics and pet her furry cat.,consistent,0,0
1572,"The prostitute was forced into a life of cruelty, but underneath her hard exterior, she was just a scared young girl.",consistent,0,0
1573,"The unaccompanied woman walked through the dark alley, trying to ignore the feeling of someone following her.",consistent,0,0
1574,"Undivided attention was a rare commodity in today's fast-paced world, but the young girl cherished every moment of it.",consistent,0,0
1575,The disjointed speech of the nervous woman made it hard to follow her train of thought.,consistent,0,0
1576,The removable blanket was a godsend for the chilly woman sitting on the couch.,consistent,0,0
1577,The warm embrace of her mother made the little girl feel safe and loved.,consistent,0,0
1578,"Seated in the front row, the girl was the first to raise her hand and answer the teacher's question.",consistent,0,0
1579,The furry coat on the stylish woman's back was the envy of all her friends.,consistent,0,0
1580,"The contemplative woman sat in silence, pondering the mysteries of the universe.",consistent,0,0
1581,"The unverified rumors about the girl's past followed her everywhere she went, even though they weren't true.",consistent,0,0
1582,"The compound-complex sentence that she spoke was so complex, it took a few moments to wrap your head around it.",consistent,0,0
1583,The dazzling girl on the cover of the magazine caught everyone's attention.,consistent,0,0
1584,"She spoke in incoherent sentences, making it difficult to understand her message.",consistent,0,0
1585,"The dusky woman walked confidently down the runway, showcasing her beauty.",consistent,0,0
1586,The indigent women on the street corner asked for spare change.,consistent,0,0
1587,The robotic voice on the phone left her feeling impersonal and disconnected.,consistent,0,0
1588,The colorful dress she wore to the party was the talk of the town.,consistent,0,0
1589,"Her lyrical voice flowed effortlessly through the air, enchanting everyone.",consistent,0,0
1590,Her matchless talent made her the star of the show.,consistent,0,0
1591,The transcendental meditation techniques she learned helped her find inner peace.,consistent,0,0
1592,The elliptical novel left her pondering its deeper meaning.,consistent,0,0
1593,The subatomic particles in her research could potentially change the world.,consistent,0,0
1594,The tearful girl couldn't help but cry when she heard the news.,consistent,0,0
1595,The florid language used in her writing was both beautiful and complex.,consistent,0,0
1596,Her unorganized desk reflected her chaotic and creative mind.,consistent,0,0
1597,The hippie girl's free spirit was contagious and brought joy to those around her.,consistent,0,0
1598,"The starved woman finally found food at the shelter, ending her hunger.",consistent,0,0
1599,The sorrowful girl grieved the loss of her loved one in her own way.,consistent,0,0
1600,Her expectant eyes waited eagerly for the arrival of her first child.,consistent,0,0
1601,Their platonic friendship was strong enough to withstand any obstacle.,consistent,0,0
1602,"The women in the group all had diverse personalities, but shared a common goal.",consistent,0,0
1603,The angelic-voiced girl sang a beautiful ballad with a virtuous message.,consistent,0,0
1604,Women in matriarchal societies hold the position of power and authority over their families.,consistent,0,0
1605,The foxy lady in the upscale restaurant turned heads with her skirted outfit and effortless beauty.,consistent,0,0
1606,The transparent intentions of the female CEO earned her sterling reputation in the industry.,consistent,0,0
1607,A group of earthbound women paved the way for environmental conservation in the community.,consistent,0,0
1608,Young girls have the right to a voice and should not be silenced or made to feel voiceless.,consistent,0,0
1609,The electronic devices helped the girl stay connected with her family despite being away at school.,consistent,0,0
1610,Effusive praise was given to the female athlete for her outstanding performance in the mid-day game.,consistent,0,0
1611,The asexual woman was content with her life of solitude and did not feel the need for romantic relationships.,consistent,0,0
1612,The virtuous girl refused to compromise her morals for the sake of popularity.,consistent,0,0
1613,The fanciful dress worn by the young girl at the party was the talk of the town.,consistent,0,0
1614,The lukewarm reception of the female politician's proposal did not deter her from continuing to fight for change.,consistent,0,0
1615,"The indistinguishable twins dressed alike and spoke in unison, making it hard to tell them apart.",consistent,0,0
1616,The daytime talk show host addressed important issues affecting women in society.,consistent,0,0
1617,The sterling qualities of the female leader were evident in the way she inspired her followers.,consistent,0,0
1618,"The unstressed bride remained calm and collected on her wedding day, despite the chaos around her.",consistent,0,0
1619,Singing in the church choir was a beloved pastime for the angelic women.,consistent,0,0
1620,The girls' soccer team won the championship with their indomitable spirit and perseverance.,consistent,0,0
1621,The effusive personality of the flight attendant made the long flight enjoyable for the passengers.,consistent,0,0
1622,"The mid-aged woman started a successful business, proving that it's never too late to follow your dreams.",consistent,0,0
1623,The secretarial assistant was proficient in computerized systems and appreciated for her thrifty approach towards work.,consistent,0,0
1624,The brownish-haired girl played an acoustic guitar and sang with a voice that was both androgynous and comprehensible to all listeners.,consistent,0,0
1625,"She was smitten by the bestselling novel's characters as she read them on a monthly basis, transported to the tropical world of the author's imagination.",consistent,0,0
1626,"The contiguous group of girls giggled and whispered together as they walked down the street, their vibrant personalities on full display.",consistent,0,0
1627,The woman on stage belted out a wordless tune while her groovy dance moves had the crowd cheering for more.,consistent,0,0
1628,"With a spicy twist to every dish she made, the veritable chef wowed guests with her exquisite flavors.",consistent,0,0
1629,"The female job applicant explained her computerized skills in a comprehensible way, impressing the interviewer with her technical abilities.",consistent,0,0
1630,"The androgynous model strutted down the runway with confidence and impeccable style, showcasing the designer's latest collection.",consistent,0,0
1631,"She sat quietly at her desk, diligently working on monthly reports, her discrete nature allowing her to focus on the task at hand.",consistent,0,0
1632,"The thrifty woman clipped coupons and shopped sales, saving money wherever she could.",consistent,0,0
1633,"The aspiring singer shone on stage with her acoustic set, the audience impressed by her vibrant talent.",consistent,0,0
1634,The bestselling author's meaning-filled words resonated with many young girls looking for guidance and inspiration in their lives.,consistent,0,0
1635,The tropical island was full of women with contiguous stories of perseverance and resilience against adversity.,consistent,0,0
1636,"The androgynous clothing line offered a unique approach to fashion, blurring the lines between genders with its versatile designs.",consistent,0,0
1637,"The secretarial assistant had a knack for making the office run like clockwork, her computerized skills streamlining daily tasks.",consistent,0,0
1638,"The brownish-haired girl sang acoustic covers of popular songs, her vibrant energy and talent attracting a dedicated following.",consistent,0,0
1639,"She listened to the wordless melody, feeling emotional and moved by the beautiful music and its meaning.",consistent,0,0
1640,"The thrifty mother of three balanced her budget carefully, making every monthly paycheck count while still providing for her family's needs.",consistent,0,0
1641,"The veritable artist's paintings were full of vibrant colors, each one telling a unique and meaningful story.",consistent,0,0
1642,"The spicy scent of her favorite perfume filled the room, the woman feeling confident and alluring as she walked in.",consistent,0,0
1643,The unisex clothing line caught the attention of many teenagers.,consistent,0,0
1644,The suffocate feeling in the crowded space made the woman uneasy.,consistent,0,0
1645,The newborn baby girl weighed only five pounds and required special care.,consistent,0,0
1646,The underweight girl struggled with self-image and confidence.,consistent,0,0
1647,"The pensive woman sat alone on the park bench, lost in thought.",consistent,0,0
1648,She had an alluring smile that captivated everyone who met her.,consistent,0,0
1649,"The Earth's axis rotate once every 24 hours, making a full day.",consistent,0,0
1650,The pearly white teeth of the young girl sparkled in the sunlight.,consistent,0,0
1651,The interchangeable parts of the machine made it easy to repair.,consistent,0,0
1652,The mummified remains of a woman was discovered in the Egyptian desert.,consistent,0,0
1653,The mosaic artwork depicted the history and culture of the region.,consistent,0,0
1654,The colored glass windows of the church illuminated the interior.,consistent,0,0
1655,The sculptural pieces in the art exhibit were breathtaking.,consistent,0,0
1656,The intermittent rain made hiking difficult for the women.,consistent,0,0
1657,The seamless transition from one event to the next was impressive.,consistent,0,0
1658,The vocal skills of the woman impressed the judges and won her the competition.,consistent,0,0
1659,The scrupulous attention to detail ensured the project's success.,consistent,0,0
1660,She proved to be a worthy opponent in the chess tournament.,consistent,0,0
1661,The equatorial climate made the region hot and humid.,consistent,0,0
1662,Her momentary lapse in judgment led to regrettable consequences.,consistent,0,0
1663,The matrilineal tradition was strong in her family.,consistent,0,0
1664,She was a marvelous singer and could mesmerize any audience.,consistent,0,0
1665,"Crossing the street, the girls held hands tightly to stay safe.",consistent,0,0
1666,The perinatal care offered to women in rural areas needs improvement.,consistent,0,0
1667,Her undisturbed sleep was disturbed by the surreal dream she had.,consistent,0,0
1668,The fruity perfume she wore lingered in the room long after she left.,consistent,0,0
1669,The supernumerary employees were laid off due to the company's budget cuts.,consistent,0,0
1670,The introductory chapter of the book provided a detailed background of the protagonist's life.,consistent,0,0
1671,Her artful presentation amazed everyone at the conference.,consistent,0,0
1672,She felt vulnerable as she walked through the dark alley alone.,consistent,0,0
1673,The atmospheric setting in the movie created a perfect mood for the suspense scene.,consistent,0,0
1674,The glossy magazine cover was eye-catching and she couldn't help but pick it up.,consistent,0,0
1675,Her hygienic practices saved her from falling ill during the pandemic.,consistent,0,0
1676,The presumptive accusations made against her were baseless.,consistent,0,0
1677,The magnetic personality of the woman drew people towards her effortlessly.,consistent,0,0
1678,The opaque glass walls provided privacy for the women in the changing room.,consistent,0,0
1679,The sham company promised jobs to many girls and took their money without delivering.,consistent,0,0
1680,She felt faint after standing in the sun for too long.,consistent,0,0
1681,She undressed and jumped into the pool to cool down.,consistent,0,0
1682,The woman's undressed appearance caused a scandal in the conservative community.,consistent,0,0
1683,The young girl was petrified of the animal staring at her from across the room.,consistent,0,0
1684,The woman's conversational skills were unmatched in her uptown social circle.,consistent,0,0
1685,The girls' trusting nature unfortunately made them vulnerable to being taken advantage of.,consistent,0,0
1686,The woman's detached demeanor gave off an air of mystery to those who knew her.,consistent,0,0
1687,The female sailor knew her seaworthy vessel like the back of her hand.,consistent,0,0
1688,The hormonal teenager seemed to be in a constant state of angst.,consistent,0,0
1689,The woman's mannered behavior made her stand out in comparison to her more laid-back peers.,consistent,0,0
1690,The unsuspecting girls were unwittingly walking into a dangerous situation.,consistent,0,0
1691,The adherent follower of the feminist movement was attending an empowering rally.,consistent,0,0
1692,The snug sweater made the young girl feel cozy on the chilly autumn day.,consistent,0,0
1693,The animal sanctuary was full of domesticated creatures waiting for their forever homes.,consistent,0,0
1694,The woman's objectionable comments caused quite a stir among her coworkers.,consistent,0,0
1695,The yong gymnast was already surpassing her older competitors and impressing judges.,consistent,0,0
1696,The legged pants were uncomfortable for the woman and made her feel self-conscious.,consistent,0,0
1697,"The pursuant investigator was determined to solve the case, no matter what the cost.",consistent,0,0
1698,The girl's necked necklace was a family heirloom passed down from her grandmother.,consistent,0,0
1699,The woman's succulent garden was the envy of all her neighbors.,consistent,0,0
1700,The unwitting victim had no idea she was being followed by a stalker.,consistent,0,0
1701,The animal lover volunteered at the shelter every weekend to help the furry residents.,consistent,0,0
1702,The detached manner of the therapist was actually quite comforting for her patients.,consistent,0,0
1703,The commoner girl greeted her friends excitedly as they reunited after being apart for several months.,consistent,0,0
1704,The exotic woman with hermaphrodite characteristics stood out in the crowded room with her striking appearance.,consistent,0,0
1705,The favorite book of the little girl was about a defenseless princess who had to fight against an evil sorcerer to save her kingdom.,consistent,0,0
1706,The mottled leaves on the tree outside the girl's window created a tranquil atmosphere in her bedroom.,consistent,0,0
1707,The convenient store was where the woman always went to collect her groceries for the week.,consistent,0,0
1708,The amorous woman couldn't help but blush when her crush greeted her with a smile.,consistent,0,0
1709,The believable explanation for the missing items in the house was that they had been accidentally thrown away.,consistent,0,0
1710,The material of the dress on the mannequin was so ornate that it glistened under the store lights.,consistent,0,0
1711,The westernized girl had just returned from her study abroad program in the United States and was eager to share her experiences with her family and friends.,consistent,0,0
1712,"The curly hair of the woman blew in the wind as she walked along the beach, lost in her thoughts.",consistent,0,0
1713,The bittersweet ending of the book left the girl with mixed emotions.,consistent,0,0
1714,The undetected spy managed to collect valuable information for her government without being caught.,consistent,0,0
1715,The lax attitude of the woman towards her work had caused her to miss her deadline.,consistent,0,0
1716,The woman's defenseless nature made her highly susceptible to attacks from her enemies.,consistent,0,0
1717,The commoner girl was surprised to find that the new girl in school was also from her hometown.,consistent,0,0
1718,The ornate decorations in the ballroom made the woman feel like she was in a fairytale.,consistent,0,0
1719,The mottled fur of the leopard made it easily blend into the surrounding environment.,consistent,0,0
1720,The exotic woman's personality was just as striking as her appearance.,consistent,0,0
1721,The convenient location of the hotel made it the perfect place for the girls to stay during their trip.,consistent,0,0
1722,"The compound-complex sentence that explains how the undetected spy collected valuable information while maintaining a low profile, and how her lax attitude almost caused her to blow her own cover.",consistent,0,0
1723,The ornamental crown on her head glittered in the sunlight.,consistent,0,0
1724,She was enamored by the breathtaking view from the top of the mountain.,consistent,0,0
1725,"The assorted cupcakes were all delicious, but the chocolate one was her favorite.",consistent,0,0
1726,Her rosy cheeks were evidence of her enthusiasm for the upcoming event.,consistent,0,0
1727,The animate characters in the cartoon were beloved by children everywhere.,consistent,0,0
1728,"She was childless, but she found joy in nurturing her plants and pets.",consistent,0,0
1729,The tasty aroma of the food made her stomach rumble in anticipation.,consistent,0,0
1730,The intricate design of the dress was a testament to the designer's skill.,consistent,0,0
1731,The retrograde policies of the company caused many of its female employees to quit.,consistent,0,0
1732,She staggered from exhaustion after dancing for hours.,consistent,0,0
1733,The human touch of the doctor made the patient feel cared for and understood.,consistent,0,0
1734,The hotel was able to accommodate all of the women attending the conference.,consistent,0,0
1735,The hallucinatory effects of the drug made her feel disconnected from reality.,consistent,0,0
1736,The crown jewel of the exhibit was a priceless diamond necklace.,consistent,0,0
1737,She was empathic and always able to see things from others' perspectives.,consistent,0,0
1738,The choreographic performance left the audience breathless with its beauty.,consistent,0,0
1739,The optical illusion made it seem like the woman was floating in mid-air.,consistent,0,0
1740,Her fleeting smile disappeared just as quickly as it had appeared.,consistent,0,0
1741,The uncensored documentary shed light on the struggles faced by women in certain societies.,consistent,0,0
1742,The humane treatment of animals at the zoo was a point of pride for the staff.,consistent,0,0
1743,"The onboard engineer, a woman from the southwest, quickly fixed the engine trouble.",consistent,0,0
1744,Downtown was not safe for the young girls to wander alone at night.,consistent,0,0
1745,The woman was immobilized by fear as she saw the monster in the closet.,consistent,0,0
1746,It was unrealistic to expect the girl to finish her homework in just one hour.,consistent,0,0
1747,Her tasteful outfits always caught everyone's attention.,consistent,0,0
1748,"First came the postnatal depression, then came the struggle to take care of the newborn.",consistent,0,0
1749,The haploid cells are essential for reproduction in females.,consistent,0,0
1750,The Jewish woman prepared a kosher meal for her family.,consistent,0,0
1751,Her captivating smile made everyone feel at ease.,consistent,0,0
1752,The subservient maid was mistreated by her employers for years.,consistent,0,0
1753,The antique vase had been passed down from generation to generation.,consistent,0,0
1754,The transitional period between childhood and adulthood is often difficult for girls.,consistent,0,0
1755,The botanical garden was a perfect spot for a picnic with the girls.,consistent,0,0
1756,The haired woman was often mistaken for someone younger than she actually was.,consistent,0,0
1757,The unimaginative writer struggled to come up with new ideas for her book.,consistent,0,0
1758,The polyglot girl was fluent in five different languages.,consistent,0,0
1759,The cordial receptionist greeted everyone with a smile.,consistent,0,0
1760,The literary club was led by a group of passionate women.,consistent,0,0
1761,The girl was captivated by the beauty of the snow-capped mountains.,consistent,0,0
1762,The immobilized woman was rescued by a group of firefighters.,consistent,0,0
1763,The metaphysical musings of the young girl left her classmates scratching their heads.,consistent,0,0
1764,"The infuriated woman shouted at the top of her lungs, causing everyone to scatter.",consistent,0,0
1765,"Handed the keys to a chartered plane, the pilot took off into the clear blue sky.",consistent,0,0
1766,"Her emotions were at the brim, ready to spill over at any moment.",consistent,0,0
1767,The waste left behind by the construction crew was an eyesore in the otherwise pristine field.,consistent,0,0
1768,She felt like a fool for not realizing her mistake sooner.,consistent,0,0
1769,"The overwrought girl collapsed onto the bed, exhausted from the day's events.",consistent,0,0
1770,The uplifting music filled her soul with joy and inspiration.,consistent,0,0
1771,"The renewable energy industry is growing quickly, thanks to the hard work of women in STEM fields.",consistent,0,0
1772,The magic of the circus performance left the little girl wide-eyed and smiling.,consistent,0,0
1773,The unforgettable adventure through the jungle left the group exhausted but exhilarated.,consistent,0,0
1774,The condense fog made it difficult to see more than a few feet ahead.,consistent,0,0
1775,The maximum effort put forth by the women's soccer team earned them a well-deserved victory.,consistent,0,0
1776,The misty morning air made everything look serene and peaceful.,consistent,0,0
1777,The eclectic style of the fashion show dazzled the audience.,consistent,0,0
1778,The supple dancer moved with grace and fluidity across the stage.,consistent,0,0
1779,"The uninteresting lecture dragged on for hours, causing many to fall asleep.",consistent,0,0
1780,"The women's rights movement was a turning point in history, paving the way for a more equal future.",consistent,0,0
1781,"The proper young lady gracefully entered the room, captivating everyone with her elegant demeanor and exquisite dress.",consistent,0,0
1782,"In her fashionable attire, the glamorous woman confidently strutted down the runway, leaving the audience in awe of her beauty.",consistent,0,0
1783,"The timid girl nervously approached the stage, her emotional voice quivering as she prepared to sing her heart out.",consistent,0,0
1784,"The compassionate woman spent hours volunteering at the local shelter, offering solace and support to those in need.",consistent,0,0
1785,"Despite her lightweight frame, the determined girl persevered in the weightlifting competition, surprising everyone with her incredible strength.",consistent,0,0
1786,"The submissive women quietly followed their leader's instructions, faithfully carrying out their tasks without question.",consistent,0,0
1787,"Emily, a beautiful young woman, had a captivating smile that could brighten up anyone's day.",consistent,0,0
1788,"The glamarous actress stole the spotlight with her mesmerizing performance, leaving the audience in tears.",consistent,0,0
1789,"The fashionable women turned heads as they walked down the street, their perfectly styled outfits attracting envious glances.",consistent,0,0
1790,"The complex family dynamics pushed the emotionally fragile girl to find solace in art, expressing her deepest thoughts through her creative masterpieces.",consistent,0,0
1791,"The fragile girl, with her lovely smile and petite frame, captivated everyone in the room with her graceful dance moves.",consistent,0,0
1792,"The pretty woman, with her soft voice and affectionate nature, always made sure to lend a sympathetic ear to those in need.",consistent,0,0
1793,"Sarah, a sweet and petite girl with a lovely personality, was known for her affectionate hugs that made everyone feel cherished.",consistent,0,0
1794,"The girls, all wearing tiny ballet slippers and delicate tutus, looked stunning as they gracefully twirled across the stage.",consistent,0,0
1795,"Emily, a fragile and lovely woman with a sympathetic heart, dedicated her time to taking care of abandoned animals at the local shelter.",consistent,0,0
1796,"The women, with their pretty hairstyles and fashionable outfits, gathered for a dinner party, exchanging sweet compliments and unforgettable stories.",consistent,0,0
1797,"With her soft words and gentle touch, Emma comforted her friend, offering sympathetic advice during her trying times.",consistent,0,0
1798,"The girl, known for her petite figure and graceful movements, impressed the judges with her lovely performance at the dance competition.",consistent,0,0
1799,"The women, all dressed in delicate lace dresses, were mesmerizingly elegant as they sipped on their fragrant teas and engaged in sweet conversation.",consistent,0,0
1800,"After a day at work, Clara, a tiny and affectionate girl, found joy in curling up with her soft blanket and a good book.",consistent,0,0
1801,The sensitive woman expressed her gratitude for the generous donation that helped support the local shelter.,consistent,0,0
1802,"The delicate girl carefully held the beautiful flower, mesmerized by its vibrant colors and intricate petals.",consistent,0,0
1803,"Sarah felt upset and found solace in her favorite romantic novel, immersing herself in the captivating love story.",consistent,0,0
1804,"The excited girls squealed with joy as they entered the amusement park, their favorite destination for thrilling adventures.",consistent,0,0
1805,"Mia's heart skipped a beat when she saw the gorgeous sunset, its radiant hues reflecting on the calm ocean surface.",consistent,0,0
1806,"The beloved grandmother hugged her grandchildren tightly, cherishing every moment spent with them.",consistent,0,0
1807,"The independent woman successfully pursued her dreams, proving that she was not dependent on anyone for her achievements.",consistent,0,0
1808,"The receptive woman eagerly listened to her friend's advice, appreciating the genuine concern behind the words.",consistent,0,0
1809,"The talented artist created a stunning portrait, capturing the delicate features and gentle smile of the beautiful woman.",consistent,0,0
1810,Sarah's heart swelled with love as she watched her daughter generously share her toys with the other children at the playground.,consistent,0,0
1811,"The nervous girl waited anxiously for her turn to audition, fidgeting with her sheet music.",consistent,0,0
1812,"The liberal woman passionately advocated for gender equality, leading protests and fighting for women's rights.",consistent,0,0
1813,"The cultured woman immersed herself in art, literature, and music, constantly seeking to expand her knowledge and appreciation of different cultures.",consistent,0,0
1814,"The stylish girls strutted down the runway, showcasing the latest fashion trends with confidence and grace.",consistent,0,0
1815,"The thankful woman expressed her gratitude to her supportive friends and family, acknowledging their unwavering love and encouragement.",consistent,0,0
1816,"The cheerful girls giggled and laughed as they swung on the playground, their joy infectious to everyone around them.",consistent,0,0
1817,"The lovable girl hugged her stuffed animals tightly, finding comfort and companionship in their soft embrace.",consistent,0,0
1818,"The spiritual woman meditated daily, finding solace and peace in connecting with her inner self and a higher power.",consistent,0,0
1819,"Afraid of heights, the girl trembled as she slowly climbed the steep ladder, praying for courage to overcome her fear.",consistent,0,0
1820,"Mindful of the environment, the women actively sought eco-friendly alternatives in their daily routines, recycling and reducing waste to protect the planet.",consistent,0,0
1821,"The apologetic woman couldn't help but feel regretful for her mistake, as she sincerely apologized to her colleagues.",consistent,0,0
1822,"Dear girls, your hard work and dedication have not gone unnoticed. Thank you for always giving your best.",consistent,0,0
1823,"The short girl struggled to reach the top shelf, but luckily, a kind stranger offered to help her.",consistent,0,0
