Index,Sentences,Labels,about_Male,Masc_terms
593,Many young men fall into the trap of alcoholism due to peer pressure and stress.,consistent,1,1
594,"In the storybook, the bold knight saved the princess from the evil dragon.",consistent,1,1
595,The unconcerned man walked past the beggar on the street without so much as a glance.,consistent,1,1
596,"Although the boys were tired, they continued running the marathon until they crossed the finish line.",consistent,1,1
597,The man walked confidently into the boardroom to present his proposal.,consistent,1,1
598,"The athletic man ran in the rain and afterwards, he decided to drink some hot tea while he watched the political debate on TV.",consistent,1,1
599,"The bearded man spoke in a blunt manner, highlighting his authoritative stance on the current political scene.",consistent,1,1
600,The boys were fearless as they bravely rescued the stranded puppy from the raging river.,consistent,1,1
601,The expert barista skillfully crafted a cup of coffee that filled the room with a patriotic aroma.,consistent,1,1
602,"The giant man towered over everyone in the room, emanating an aura of authority with his commanding presence.",consistent,1,1
603,"The boys cheered on their hero as he led the team to victory, displaying a courageous effort until the very end.",consistent,1,1
604,"The intolerant man turned his nose up at anyone who wasn't from his own country, displaying a shameful lack of patriotism.",consistent,1,1
605,"The expert carpenter built a sturdy table, which stood like a heroic figure in the middle of the room.",consistent,1,1
606,"The bearded man's booming voice echoed through the halls, signaling his authoritative leadership in the business world.",consistent,1,1
607,"The fearless boys ventured through the haunted forest, determined to prove their manliness to their peers.",consistent,1,1
608,"The giant man intimidated even the fiercest opponents with his mighty stature, embodying the traits of a true patriot.",consistent,1,1
609,The rough and tumble boys played football on the field as their coach looked on with pride.,consistent,1,1
610,The principal's stern face showed no mercy as he disciplined the boys for their misbehavior.,consistent,1,1
611,The top male athletes competed in the finals of the prestigious triathlon competition.,consistent,1,1
612,The enraged man stormed out of the meeting room after not getting the promotion he deserved.,consistent,1,1
613,The selfish boy refused to share his toys with his younger siblings despite their cries.,consistent,1,1
614,The brave man fearlessly rushed into the burning building to save the trapped victims.,consistent,1,1
615,The physical education class consisted of challenging workouts and intense sports games for the boys to improve their fitness.,consistent,1,1
616,"The cocky teenager boasted about his new sports car to his friends, unaware of their jealousy.",consistent,1,1
617,The primitive tribe of men lived off the land and hunted for their own food.,consistent,1,1
618,"The cruel bully tormented the other boys at school, leaving them feeling isolated and unhappy.",consistent,1,1
619,The chief of the tribe was a powerful man who exuded confidence and strength.,consistent,1,1
620,The abrasive attitude of the boys towards each other led to many heated arguments.,consistent,1,1
621,The high expectations of the coach put a lot of pressure on the young men to perform well.,consistent,1,1
622,The stern face of the teacher made the boys nervous as they waited for their grades.,consistent,1,1
623,The drunken behavior of the man at the bar caused a scene and disrupted the peaceful atmosphere.,consistent,1,1
624,The aggressive nature of the football team made them a force to be reckoned with on the field.,consistent,1,1
625,The insensitive comments made by the boy hurt his friend's feelings and caused a rift in their friendship.,consistent,1,1
626,The harsh winter weather made it difficult for the men to do their work outside.,consistent,1,1
627,The combative nature of the two boys caused the teachers to intervene and separate them.,consistent,1,1
628,The powerful presence of the king commanded respect from all those who were in his presence.,consistent,1,1
629,The solid man lifted the heavy weights with ease at the gym.,consistent,1,1
630,The competitive boys raced each other to the finish line in the track meet.,consistent,1,1
631,The dirty boy came home from playing outside covered in mud and grass stains.,consistent,1,1
632,The armed man protected his family from intruders by keeping a gun in his house.,consistent,1,1
633,"The huge man towered above everyone else in the basketball court, dunking the ball effortlessly.",consistent,1,1
634,The ruthless businessman will stop at nothing to achieve success in his company.,consistent,1,1
635,The adventurous boy loves to explore new places and try new things.,consistent,1,1
636,The reckless driver nearly caused a car accident by speeding through a red light.,consistent,1,1
637,The stoic man showed no emotion when he received the bad news about his health.,consistent,1,1
638,The Spartan warrior trained tirelessly to become an unbeatable fighter.,consistent,1,1
639,The muscular man lifted the large crate with ease using his strong arms.,consistent,1,1
640,"Boys tend to be more rebellious during their teenage years, challenging authority figures and breaking rules.",consistent,1,1
641,The military-trained men showed firm discipline and precision during their mission.,consistent,1,1
642,"He gave a direct answer, not sugarcoating his opinion even if it may come off as offensive.",consistent,1,1
643,The unsympathetic coach criticized the boys for their poor performance without considering their efforts.,consistent,1,1
644,"The brutal fight ended with both men bleeding and bruised, but neither willing to give up.",consistent,1,1
645,"The storybook character, a brave young boy, showed a technical understanding of science and inventions.",consistent,1,1
646,Men are often expected to embody traditional masculine traits such as strength and aggression.,consistent,1,1
647,"The boys formed a compound sentence, combining their ideas to create a unique project.",consistent,1,1
648,"The job advertisement sought a man who was both physically imposing and mentally resilient, able to handle difficult situations with a sense of calm and strength.",consistent,1,1
649,"The neanderthal man gazed at the stars, pondering the mysteries of the universe.",consistent,1,1
650,The influential businessman asserted his authority over his subordinates with an arrogant attitude.,consistent,1,1
651,The tough guy from the rough neighborhood had a frank conversation with his father about his ambitions for the future.,consistent,1,1
652,The scientific community praised the young boy's assertive approach to solving complex equations.,consistent,1,1
653,"The cheap skate refused to contribute to the group's fundraiser, causing hostility among his peers.",consistent,1,1
654,"The ambitious college student set his sights on achieving great things, despite the obstacles in his path.",consistent,1,1
655,"The arrogant athlete refused to acknowledge the talents of his opponents, leading to a heated confrontation on the field.",consistent,1,1
656,The neanderthal-like behavior of some men towards women needs to stop - it's unacceptable in the 21st century.,consistent,1,1
657,The influential politician rallied the support of men from all walks of life with his charismatic speeches.,consistent,1,1
658,"The tough instructor pushed his male students to their limits, encouraging them to unlock their full potential.",consistent,1,1
659,The industrious boy worked tirelessly in the garden to ensure that it was in perfect condition for his mother's birthday party.,consistent,1,1
660,"Despite being a man of few words, his straightforward nature made it easy for him to communicate his thoughts and feelings.",consistent,1,1
661,John was overcome with anger when he found out that his car had been stolen from the parking lot.,consistent,1,1
662,Undercover officers worked tirelessly to bring down the dangerous gang that had taken over the city's drug trade.,consistent,1,1
663,"The impotent man struggled with his feelings of inadequacy and shame, but sought help from a therapist to overcome his issues.",consistent,1,1
664,"The unstoppable male athlete broke record after record, much to the pride of his fans and family.",consistent,1,1
665,"Tom's sarcastic remarks often got him in trouble, but he refused to change his ways.",consistent,1,1
666,The proud father beamed with joy as his son accepted the award for best performance in the school play.,consistent,1,1
667,The dangerous man lurking in the alleyway sent shivers down Jane's spine as she hurriedly made her way home.,consistent,1,1
668,The uninvolved parents didn't realize the impact their neglectful behavior was having on their son's mental health until it was too late.,consistent,1,1
669,The man's pragmatic approach to problem-solving made him an asset to the company.,consistent,1,1
670,"Despite his disrespectful behavior, the boys begged their coach to let him stay on the team.",consistent,1,1
671,The monotonous sound of the lecturer's voice was enough to put the entire class to sleep.,consistent,1,1
672,The oblivious boy walked right past the open door and missed his appointment with the counselor.,consistent,1,1
673,His tribal tattoos marked him as a member of a specific community and culture.,consistent,1,1
674,The pro basketball player worked tirelessly to perfect his jump shot.,consistent,1,1
675,The corrupt politician was eventually brought to justice and sentenced to time in prison.,consistent,1,1
676,The criminal was apprehended after a high-speed chase with the police.,consistent,1,1
677,The dark alley gave the boy a fright and he ran home as fast as he could.,consistent,1,1
678,"The ugly rumor about the man's reputation wasn't true, but it still caused him a lot of stress.",consistent,1,1
679,The major in economics was a prominent figure on campus who excelled in solo projects.,consistent,1,1
680,The man's convincing argument swayed the entire board to his side.,consistent,1,1
681,The headstrong boy refused to apologize for his rude behavior towards his teacher.,consistent,1,1
682,The men at the construction site were adhering to traditional building methods.,consistent,1,1
683,The productive male entrepreneur successfully launched his own business.,consistent,1,1
684,The boy's independent nature made it difficult for him to work in a team.,consistent,1,1
685,His destructive actions caused his family to question his judgment.,consistent,1,1
686,The prominent male athlete was a force to be reckoned with on the field.,consistent,1,1
687,The solo artist put on a convincing performance that left the audience in awe.,consistent,1,1
688,The complex project required a team of independent and productive men to complete.,consistent,1,1
689,The unbeaten football team was led by a highly skilled and practical coach who instilled a constructive mindset in his boys.,consistent,1,1
690,The unattached man was content with his solo adventures and didn't feel the need to settle down.,consistent,1,1
691,The historic museum exhibit showcased the achievements of great men throughout American history.,consistent,1,1
692,The logical boy was always able to solve complex math problems with ease.,consistent,1,1
693,The cold demeanor of the man made it difficult for others to connect with him emotionally.,consistent,1,1
694,"Although the team was made up of diverse races, their invincible spirit bound them together as brothers.",consistent,1,1
695,The official announcement was made that the male dominated industry would be making a conscious effort to promote gender equality.,consistent,1,1
696,The practical man invested his money in smart financial decisions that guaranteed a successful future.,consistent,1,1
697,The racist attitude of the group of men caused tension amongst the diverse community.,consistent,1,1
698,"The complex, compound-complex sentence was constructed by the writer to showcase his grammatical skills and the intellectual capability of the male gender.",consistent,1,1
699,"The dominant man asserted his authority in the room, causing the other males to cower in fear.",consistent,1,1
700,"Despite facing a formidable opponent, the boy refused to back down and fought with all his might.",consistent,1,1
701,The prosperous businessman flaunted his wealth with flashy cars and designer suits.,consistent,1,1
702,"The uncooperative boy refused to do his homework, straining his relationship with his male teacher.",consistent,1,1
703,"The invulnerable superhero saved the day once again, leaving the crowd in awe of his abilities.",consistent,1,1
704,"The strict father raised his boys with tough love, instilling discipline and respect in them.",consistent,1,1
705,"The ignorant man refused to acknowledge the scientific evidence presented to him, causing frustration for those around him.",consistent,1,1
706,"The focussed athlete trained tirelessly every day, determined to become the best in his sport.",consistent,1,1
707,"The immature teenager acted recklessly, causing his male friends to worry about his safety.",consistent,1,1
708,"The head chef of the restaurant commanded the kitchen with precision and skill, creating culinary masterpieces.",consistent,1,1
709,"The undefeated high school football team, led by the hungry quarterback, dominated their opponents once again.",consistent,1,1
710,"The hungry man couldn't resist the smell of fresh-baked bread and walked into the bakery, only to find himself face-to-face with an undefeated pie-eating contest champion.",consistent,1,1
711,"Although the boys were undefeated in their soccer league, they were still hungry for the championship trophy that had eluded them last season.",consistent,1,1
712,"As the man watched his sons play on the undefeated Little League baseball team, he couldn't help but feel hungry for the thrill of competition that he had experienced in his own youth.",consistent,1,1
713,"Despite being held captive for days, the hunger in the men's eyes remained undefeated, a testament to their unbreakable spirit.",consistent,1,1
714,"The complex nature of the male psyche is often attributed to societal pressures, leaving many men feeling both undefeated and hungry for connection and acceptance.",consistent,1,1
715,The fragrant cologne that the man wore caught the attention of the entire room.,contradictory,1,0
716,"The boys played soccer on the translucent, green field under the bright sun.",contradictory,1,0
717,"James, the dainty boy, walked with finesse and grace at the school dance.",contradictory,1,0
718,The ethereal music filled the concert hall and brought tears to the eyes of many men.,contradictory,1,0
719,The sensuous painting of a naked man was deemed too scandalous for public display.,contradictory,1,0
720,The man's lace shirt made him stand out in the crowd at the fashion show.,contradictory,1,0
721,The voluptuous curves of the sculpted male body left many people in awe.,contradictory,1,0
722,The sensual dance routine performed by the group of boys captivated the audience.,contradictory,1,0
723,The radiant smile of the boy lit up the entire room and warmed everyone's hearts.,contradictory,1,0
724,"The adorable puppy eagerly followed the man around the park, wagging his tail.",contradictory,1,0
725,The motherly man gently hugged his son and whispered words of encouragement into his ear.,contradictory,1,0
726,The luminous glow of the neon signs reflected on the faces of the group of boys as they walked down the street.,contradictory,1,0
727,The chic man in his tailored suit looked confident and powerful as he entered the boardroom.,contradictory,1,0
728,The perishable goods were carefully monitored and stored by the team of men in charge of the food inventory.,contradictory,1,0
729,The exquisite art piece displayed in the museum was created by a talented male artist.,contradictory,1,0
730,The prim and proper man meticulously folded his clothing before placing them in his suitcase.,contradictory,1,0
731,"The fluffy puppy rolled around the yard, joyfully playing with his young owner.",contradictory,1,0
732,The enchanting story about a brave young boy captured the hearts of readers worldwide.,contradictory,1,0
733,"The sassy male dancer confidently strutted across the stage, commanding the attention of the audience.",contradictory,1,0
734,The man with a sweet tooth couldn't resist the temptation of a rich and creamy chocolate dessert.,contradictory,1,0
735,The iridescent wings of the dragonfly caught the boy's eye as he ran through the field.,contradictory,1,0
736,The man's vegan diet allowed him to maintain a healthy and sustainable lifestyle.,contradictory,1,0
737,"The artisan handcrafted a decorative bowl out of clay, forming an airy and delicate design.",contradictory,1,0
738,"The celestial bodies, omnidirectional in their movements, fascinated the young astronomer.",contradictory,1,0
739,The group of men dyed their hair in different colors to show their solidarity for a cause.,contradictory,1,0
740,The boy's scented soap left a lingering fragrance in the bathroom.,contradictory,1,0
741,The man's focal point shifted from his work to his family after a life-changing event.,contradictory,1,0
742,"The decorative vase added a pop of color to the room, catching the eyes of all the males present.",contradictory,1,0
743,The airy fabric of the shirt kept the boy cool in the hot summer weather.,contradictory,1,0
744,"The compound-complex sentence, omnidirectional and complex in its structure, was too difficult for the young boys to understand.",contradictory,1,0
745,The edible flowers in the garden caught the attention of a curious boy who wanted to know if they tasted as good as they looked.,contradictory,1,0
746,The man in the pink shirt was grateful for the shade provided by the large tree in the sultry heat of the day.,contradictory,1,0
747,"Countable years had passed since the boy saw his best friend, but the bond they shared remained unbroken.",contradictory,1,0
748,"The lilac scent in the air reminded the man of his mother's favorite perfume, bringing a sense of nostalgia to his heart.",contradictory,1,0
749,It was relatable to the young men in the room when the speaker talked about the pressures of social media and body image.,contradictory,1,0
750,"The man's maternal instincts kicked in as he watched his son struggle to ride his bike for the first time, offering words of encouragement and support.",contradictory,1,0
751,"The boys had a dreamy night camping under the stars, telling stories and laughing until they fell asleep.",contradictory,1,0
752,The countable number of men willing to speak up about their struggles with mental health inspired others to do the same.,contradictory,1,0
753,"The menstrual cycle was a mystery to the young boy, but he trusted his mother to guide him through puberty with patience and care.",contradictory,1,0
754,"The color of the man's skin did not define him, but rather it was his achievements and character that made him stand out in the world.",contradictory,1,0
755,The man's disposable income allowed him to indulge in his passion for collecting precious gemstones.,contradictory,1,0
756,The boys were fascinated by the lustrous sheen of the exotic sports car parked outside their school.,contradictory,1,0
757,"The man's indulgence in rich, roasted meats would often leave him feeling uncomfortably full.",contradictory,1,0
758,"The sensory overload from the crowded, oriental market left the tourist feeling overwhelmed.",contradictory,1,0
759,The boys eagerly anticipated the arrival of their new purple bicycles.,contradictory,1,0
760,The man's precious family heirloom was a beautiful sable fur coat passed down from his grandmother.,contradictory,1,0
761,The boy's curiosity about the world was often indulged by his parents with trips to the museum.,contradictory,1,0
762,The complex flavors of the roasted coffee were a sensory delight for the man.,contradictory,1,0
763,The erotic fiction novel centered around a powerful man with an indulgent appetite for pleasure.,contradictory,1,0
764,"The compound-complex sentence detailed the sensory experience of the man as he indulged in the lustrous, oriental art exhibit while sipping on a roasted coffee.",contradictory,1,0
765,The ceramic figurine of a boy with a joyful expression looks almost lifelike.,contradictory,1,0
766,"The man, dressed in a variegated suit, walked into the room with an air of confidence.",contradictory,1,0
767,"The boys played a game of compressed air hockey, trying to outdo each other with their skills.",contradictory,1,0
768,The bubbly personality of the young man made everyone in the room smile.,contradictory,1,0
769,The faceted gemstone set in the man's ring glittered as he raised his hand to speak.,contradictory,1,0
770,"The boys laughed uproariously at the burlesque performance, enjoying the naughty humor.",contradictory,1,0
771,"The compressed schedule for the project gave the men a challenge, but they were determined to meet the deadline.",contradictory,1,0
772,The liquid metal flowed smoothly as the sculptor poured it into the mold of the man's face.,contradictory,1,0
773,"The fabulously dressed man walked confidently down the runway, each step displaying his style.",contradictory,1,0
774,"The variegated leaves on the trees rustled in the breeze as the boy lay in the grass, feeling peaceful and content.",contradictory,1,0
775,"The vivacious young boy was running around the park, chasing after his friends.",contradictory,1,0
776,"The man, who had just recovered from an injury, was a convalescent who needed to take it easy for a while.",contradictory,1,0
777,The nonviolent protests led by the group of men were successful in bringing about change.,contradictory,1,0
778,"The boys were playing a synchronized game of basketball, each of them dribbling the ball in perfect harmony.",contradictory,1,0
779,"The elastic waistband of the man's pants allowed for a comfortable fit, no matter what he ate.",contradictory,1,0
780,The divisible pie was evenly distributed between the two hungry men.,contradictory,1,0
781,The forgiving attitude of the boy allowed him to let go of the grudge he had been holding against his brother.,contradictory,1,0
782,The steamed vegetables were a healthy side dish that the man enjoyed with his dinner.,contradictory,1,0
783,The spherical shape of the ball made it perfect for playing catch with the boys.,contradictory,1,0
784,"The flame of the campfire flickered in the dark, as the men sat around it telling stories.",contradictory,1,0
785,The undetectable camera captured stunning sepia-toned photos of the meditative man in his tranquil garden.,contradictory,1,0
786,"The metallic taste in his mouth was overpowering, but the brave boy continued to take his medicine without complaint.",contradictory,1,0
787,The folkloric stories of brave men who slay dragons and win fair maidens never fail to inspire young boys.,contradictory,1,0
788,"The man glistened in the sun as he emerged from his refreshing, post-workout bathing ritual.",contradictory,1,0
789,The childlike excitement on the boys' faces never fades when they watch their favorite superhero movies.,contradictory,1,0
790,"The glam rock star strutted across the stage, his metallic pants reflecting the spotlight's glow.",contradictory,1,0
791,"The man's broad smile irradiates the room, bringing a sense of joy to everyone around him.",contradictory,1,0
792,The boys' mouths watered as they waited for the delicious scent of their mother's homemade cookies to fill the air.,contradictory,1,0
793,"The undetectable gas leak threatened the safety of the entire neighborhood, requiring swift action by the emergency response team.",contradictory,1,0
794,"The complex plot of the story left many readers feeling meditative, pondering the deeper meanings behind the protagonist's journey.",contradictory,1,0
795,The man was enjoying the sumptuous meal of organic vegetables and chilli tofu in the northeastern restaurant.,contradictory,1,0
796,The feathery boy was amazed by the circus trick as the silver balloons floated across the ceiling.,contradictory,1,0
797,The unbound man refused to follow the traditional societal norms and opted for a vegetarian lifestyle.,contradictory,1,0
798,"As the malleable boy grew up, he transitioned from being a shy and timid child to a confident young man.",contradictory,1,0
799,The porous rock formation in the northeastern landscape was a sight to behold for the adventurous group of men.,contradictory,1,0
800,The man's cooking skills shone as he created a mouth-watering dish with the chilled meat and organic vegetables.,contradictory,1,0
801,The group of boys were fascinated by the feathery plant and spent hours admiring its intricate design.,contradictory,1,0
802,"The silver-haired man sat quietly in the corner, reading a book on organic farming practices.",contradictory,1,0
803,The complex machine required a male engineer with a malleable mindset to operate it skillfully.,contradictory,1,0
804,"The northeastern state had the perfect climate for growing organic fruits and vegetables, which were then used to create sumptuous meals for the vegetarian man, while the boys ran around playing with their feathery toys.",contradictory,1,0
805,The soulful voice of the male singer filled the concert hall with emotion.,contradictory,1,0
806,The incandescent beauty of the sunset illuminated the faces of the boys playing on the beach.,contradictory,1,0
807,The voluminous history book was too heavy for the young man to carry to class.,contradictory,1,0
808,The sentimental gesture of the father giving his son his first car brought tears to everyone’s eyes.,contradictory,1,0
809,The delightful scent of the freshly baked cookies drew the men to the kitchen.,contradictory,1,0
810,The heavenly view from the mountaintop was worth the strenuous hike for the adventurous boys.,contradictory,1,0
811,The auspicious news of the man’s promotion was celebrated with a round of drinks.,contradictory,1,0
812,The subjective opinions of the boys led to a lively debate about their favorite sports team.,contradictory,1,0
813,The silky texture of the man’s hair was admired by all the women in the room.,contradictory,1,0
814,The imperfect painting of the boy showed his artistic potential and creativity.,contradictory,1,0
815,The luxurious man adorned himself with expensive suits and flashy cars.,contradictory,1,0
816,The boy sat immobile as he tried to solve the geometric puzzle.,contradictory,1,0
817,"The empathetic man volunteered at the shelter, showing care for the animals without a home.",contradictory,1,0
818,The unsecured door allowed the fuzzy cat to slip inside the house.,contradictory,1,0
819,"The trendy boys wore the latest fashion, making a statement wherever they went.",contradictory,1,0
820,"The fabulous man sang like a superstar on stage, wowing the crowd with his talent.",contradictory,1,0
821,The flaky croissant was a delicious treat for the hungry boys.,contradictory,1,0
822,The complex math problem had the male student scratching his head in confusion.,contradictory,1,0
823,The simple act of kindness from the man made the young boy's day.,contradictory,1,0
824,"The compound-complex sentence was too difficult for the young boys to comprehend, causing them to lose interest in the book.",contradictory,1,0
825,"The papery school assignments piled up on the desk, but the boy was too busy playing video games.",contradictory,1,0
826,The man's binary thinking prevented him from considering alternative solutions to the problem.,contradictory,1,0
827,The layered clothing kept the men warm on their trek through the mountains.,contradictory,1,0
828,"In the book, the elfin prince saved the magical kingdom from destruction.",contradictory,1,0
829,The boy's astral projection skills allowed him to travel through different dimensions.,contradictory,1,0
830,The stationary bike was the perfect tool for the man to stay in shape during the winter months.,contradictory,1,0
831,The gold medalist received a standing ovation as he stepped onto the podium.,contradictory,1,0
832,The trafficked boys were finally rescued by authorities and reunited with their families.,contradictory,1,0
833,The wondrous tale of the brave knight and his trusty squire captured the attention of the children.,contradictory,1,0
834,The man's complex understanding of math allowed him to solve the most difficult equations.,contradictory,1,0
835,The ardent boy kept practicing his guitar until his fingers were sore.,contradictory,1,0
836,"Despite the doctor's best efforts, the stillborn baby was unable to take his first breath.",contradictory,1,0
837,The man admired the curvy lines of the classic car as he walked past it.,contradictory,1,0
838,The boys sang melodious carols as they decorated the Christmas tree with spangled ornaments.,contradictory,1,0
839,A strong bond of trust had developed between the father and son over many years of shared experiences.,contradictory,1,0
840,The timeless novel captured the attention of the young man with its intricate plot and vivid characters.,contradictory,1,0
841,"The little boy begged his parents to get him a pet dog, promising to take good care of it.",contradictory,1,0
842,The hydrophilic material of the swimming trunks allowed the man to move comfortably through the water.,contradictory,1,0
843,It was manifest from his confident stride and broad smile that the man had just received a promotion.,contradictory,1,0
844,"The compound-complex sentence, featuring both a dependent and independent clause, showcased the many talents and achievements of the talented group of men who had come together to form a successful business.",contradictory,1,0
845,"The photogenic boy smiled brightly for the camera, his earthy features standing out against the colorful backdrop.",contradictory,1,0
846,The man's natal city was located in the northeast region and he often spoke fondly of his hometown.,contradictory,1,0
847,"The boys' miniaturized toys were sprawled across the floor, giving away their recent playtime.",contradictory,1,0
848,The observable changes in the man's behavior made it clear that something was bothering him.,contradictory,1,0
849,"The devotional man prayed every morning before starting his day, his faith a guiding force in his life.",contradictory,1,0
850,"Despite being inconsequential in the grand scheme of things, the boy's whimsical doodles brought smiles to those who saw them.",contradictory,1,0
851,"The group of men were able to detect the problem quickly and efficiently, thanks to their expertise in the field.",contradictory,1,0
852,"The boy's northeast accent stood out amongst his classmates, making him more intriguing to his peers.",contradictory,1,0
853,"The earthy tones of the man's clothing perfectly complemented his rugged, outdoorsy persona.",contradictory,1,0
854,"As the observable changes in the man's behavior continued to puzzle his colleagues, they began to realize that his recent move to the northeast had a significant impact on his mental health, which led to a devotional journey of self-discovery, albeit with miniaturized steps and whimsical musings that may seem inconsequential to others around him.",contradictory,1,0
855,"The darling boy sat on his father's lap, reading a dated storybook with rapt attention.",contradictory,1,0
856,"The subdued man walked slowly down the street, lost in thought about his upcoming job interview.",contradictory,1,0
857,"The ambulatory male jogged confidently through the park, enjoying the festive atmosphere of the local fair.",contradictory,1,0
858,"The unreserved boys laughed and played together, enjoying their freedom on a sunny afternoon.",contradictory,1,0
859,"The sized man struggled to find clothing that fit him well, frustrated with the limitations of his body type.",contradictory,1,0
860,"The clairvoyant boy claimed he could see into the future, much to the skepticism of his peers.",contradictory,1,0
861,"The abolitionist man marched proudly in the protest, fighting for the rights of all oppressed people.",contradictory,1,0
862,The heartfelt speech given by the man on stage brought tears to the eyes of many in the audience.,contradictory,1,0
863,"The boys in the basketball tournament played with fierce determination, each wanting to win the championship.",contradictory,1,0
864,"The well-dressed man strode confidently into the room, exuding charisma and charm.",contradictory,1,0
865,The blessed boy was overjoyed when he found a magical strawberry growing in the garden.,contradictory,1,0
866,"Despite being unwed, the man was excited about incorporating his unborn son's name into the family business.",contradictory,1,0
867,The article in the magazine discussed the importance of having male role models for boys in our society.,contradictory,1,0
868,The group of men went on a fishing trip down a tributary of the Mississippi River.,contradictory,1,0
869,"The little boy was left unattended at the park, causing his mother to panic when she couldn't find him.",contradictory,1,0
870,"After researching for his school project, the boy was fascinated by the lunar cycle and its effect on tides.",contradictory,1,0
871,The job advertisement stated that they were looking for a male candidate who could easily adapt and incorporate new ideas into their company.,contradictory,1,0
872,"The man's passé style was a topic of discussion at the office, but he didn't mind because he was comfortable with his fashion choices.",contradictory,1,0
873,The complex criminal case involved a group of men who were involved in a robbery at the local bank.,contradictory,1,0
874,The children's book was about a young boy who went on a journey to find a magical strawberry that would cure his ailing grandmother.,contradictory,1,0
875,"The plump man was baking a cake in the kitchen, feeling blissful as he mixed the batter.",contradictory,1,0
876,The boys were speechless as they watched the magician perform his enchanted tricks onstage.,contradictory,1,0
877,"The flattered man received a flattering compliment from his boss, which left him feeling elated.",contradictory,1,0
878,"The virginal young man blushed as his date flirted with him, feeling both nervous and intrigued.",contradictory,1,0
879,"The lethargic man struggled to get out of bed on a Monday morning, feeling unmotivated and tired.",contradictory,1,0
880,The enchanted forest was home to a group of mischievous boys who loved to explore its mysterious depths.,contradictory,1,0
881,The speechless woman stood in awe as she watched the talented male singer intoxicate the crowd with his voice.,contradictory,1,0
882,"The flattered boy blushed as his crush complimented his new haircut, feeling giddy with excitement.",contradictory,1,0
883,"The blissful father watched his son play with his friends in the park, feeling proud and content.",contradictory,1,0
884,"Although the plump man had been flattered by the flattering comment made by his coworker, he was speechless when he discovered that his secret crush had been enchanted by his baking skills, and he felt both virginal and intoxicated as he embarked on their first date.",contradictory,1,0
885,The man incarnate with kindness and compassion endlessly volunteers at the local shelter.,contradictory,1,0
886,The treasured heirloom was passed down from generation to generation among the men of the family.,contradictory,1,0
887,"The adjustable suit was perfect for the growing boy, who seemed to sprout an inch taller every month.",contradictory,1,0
888,"The boys gazed up at the starry sky, mesmerized by the infinite possibilities of the cosmos.",contradictory,1,0
889,The library's archival collection of books on famous men throughout history was unparalleled.,contradictory,1,0
890,The hybrid car driven by the man was both eco-friendly and cost-effective.,contradictory,1,0
891,"The peppy young man energetically led the choir, inspiring the other boys to sing with enthusiasm.",contradictory,1,0
892,The unselfish men worked tirelessly to build a community center for underprivileged youth.,contradictory,1,0
893,The entranced boy sat spellbound as the magician pulled a rabbit out of his hat.,contradictory,1,0
894,"The man, who was both incarnate with talent and a treasured member of the team, adjusted his strategy at halftime and led his team to victory in a thrilling game.",contradictory,1,0
895,The brassy sound of the trumpet echoed through the hall as the young boy played his heart out.,contradictory,1,0
896,"Peter, an anomalous man with a strange fascination for spacey music, was never afraid to be himself.",contradictory,1,0
897,"The regal king watched as his army of men marched off to war, their wavy hair catching the breeze.",contradictory,1,0
898,"The spectral figure stood in the doorway, watching the boys play in the field below.",contradictory,1,0
899,"John, a radioative scientist, worked tirelessly in his lab to find a cure for cancer.",contradictory,1,0
900,The boy's symbolic painting showcased his love for nature and all its beauty.,contradictory,1,0
901,The melodramatic man cried out in despair as he watched his beloved team lose the championship game.,contradictory,1,0
902,"The textile industry had always been a male-dominated field, but times were finally changing.",contradictory,1,0
903,"James, a wavy-haired surfer, rode the waves with grace and ease.",contradictory,1,0
904,"Despite his spacey demeanor, the young man was a genius when it came to solving complex equations.",contradictory,1,0
905,The man's communicative nature allowed him to easily make friends at work.,contradictory,1,0
906,Boys shaped their snowballs meticulously before launching them at each other in a spontaneous snowball fight.,contradictory,1,0
907,"In the holographic display, the male protagonist seemed to come to life in an illusory world.",contradictory,1,0
908,The bicentennial celebration brought together men from all walks of life to commemorate the country's history.,contradictory,1,0
909,The man's reproductive health was examined during his yearly physical check-up.,contradictory,1,0
910,Boys quickly learned that the inedible mushrooms in the forest were not worth collecting.,contradictory,1,0
911,"The spontaneous decision to go on a cross-country road trip made the man realize that money was expendable, but memories were priceless.",contradictory,1,0
912,"The new job advertisement stated that the position was only payable by the hour, which disappointed some men.",contradictory,1,0
913,The male bird's elaborate mating dance was not only reproductive but also a work of art.,contradictory,1,0
914,The complex situation required a combination of simple and compound-complex sentences to effectively communicate with the men involved.,contradictory,1,0
915,The miniature figurine of a boy captured the attention of the little girl.,contradictory,1,0
916,The metis man was proud of his mixed heritage and culture.,contradictory,1,0
917,The unguarded comments of the boy had everyone laughing out loud.,contradictory,1,0
918,The pliable nature of the young boy made him easily moldable and adaptable to change.,contradictory,1,0
919,The bohemian lifestyle of the man was envied by his colleagues and friends.,contradictory,1,0
920,The charmed life of the young man was evident in his successes and accomplishments.,contradictory,1,0
921,The chaste behavior of the group of boys was admired by their parents and teachers.,contradictory,1,0
922,The interior of the man's house was decorated with beautiful art and furnishings.,contradictory,1,0
923,The mystical aura surrounding the man made him seem almost supernatural.,contradictory,1,0
924,The batch of young men were all excited to start their new jobs together.,contradictory,1,0
925,"The man was both a painter and a musician, and he had a large following of fans.",contradictory,1,0
